id,heading,body,price,neighborhood,external_url,timestamp,created_at,updated_at
225,Glorious Luxury Apartment Building, Tons of Amenities - No Fee,"
 -*- Brand New High End Luxury Apartment in an Unreal Building -*-
Tons and tons of amenities including:
Full time doorman, resident lounge and media center, athletics facility
Landscaped roof deck with amazing views, common courtyard, parking garage, bike storage, laundry on every floor, and in some units........and more!
Not to mention the beautiful apartment! Several units available 1BR and 2BR/2BA with laundry in unit
Apartments start at $2796
Good Credit and Income required (guarantors accepted), Pets okay, heat and hot water included
Call me now! Or text!
 ",2796,,http://newyork.craigslist.org/brk/abo/4890077169.html,1424820346,2015-02-25 17:17:41.716490,2015-02-25 17:17:41.716490
226,WONT LAST HUGE 1BR RENOVATED-LAUNDRY H/HW INCLUDED-,"
 RALPH AVE&amp;amp;JEFFERSON AVE,BROOKLYN ,NY
 WOW!!!! AMAZING DEAL HURRY UP !!!1BR KING SIZE APT
 LAUNDRY-HEAT AND WATER INCLUDED
 STAINLESS STEAL APPLAINCES KITCHEN ,MARBLE BATH
 HIGH CELING, HARDWOOD FLOORS, LOTS OF CLOSET SPACE
 GOOD CREDIT OR GUARANTOR
 WONT LAST, HURRY UP
 CALL OR TEXT ANYTIME
 E
 &amp;nbsp;
 &amp;nbsp;
 &amp;nbsp;
 &amp;nbsp;
 &amp;nbsp;
 ",1495,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906173458.html,1424819160,2015-02-25 17:17:42.018725,2015-02-25 17:17:42.018725
227,Really Big 2BR/2BA, Amazing Neighborhood No Fee,"
 Amazing, Renovated 2BR/2BA in a wonderful neighborhood across the street from McGolrick Park.
Spacious Rooms
Brand New Kitchen and Bathrooms
Hardwood Floors
Plenty of Storage Space
Pets Accepted
No Broker Fee - First and Security - Credit Check, Co-Signers Accepted
$2972 after one month free, net price. Lease will say $3150.
 ",2925,,http://newyork.craigslist.org/brk/abo/4890051442.html,1424819791,2015-02-25 17:17:42.252864,2015-02-25 17:17:42.252864
228,No Fee MORGAN L - Awesome 4 Bedroom Loft w/ skyline views,"
 COOL__________REALY COOL__________BIG OPEN LOFT + 4 BEDROOMS___________SUBWAY ON CORNER
EXPOSED PIPES........BIG WINDOWS......GREAT SUNLIGHT...........HIGH CEILINGS............LAUNDRY IN BUILDING..............ETC!!!!!!!!!!
 RIGHT AT THE MORGAN AVE. L TRAIN..........MINUTES TO THE CITY!!!!!!!
L TRAIN BY THE MORGAN STOP
CALL OR TEXT JOEY AT
artist loft l bedford l lorimer l grand l montrose high ceiling l morgan l jefferson HUGE open lof roof access laundry
 ",3200,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4867339503.html,1424821153,2015-02-25 17:17:42.496063,2015-02-25 17:17:42.496063
229,Gut renovated building  Large 3Br  Gym  Laundry  Central A/C,"
 Call
Just Renovated
Spacious Living Room
Boxed, Even Sized Bedrooms
Stainless Steel Kitchen W/Dishwasher
Central Air Conditioning
Gym In The Building
Laundry In The Building
Pet Friendly
Gorgeous, Tree Lined Block In Western Crown Height... Minutes Only From A &amp; C Trains... Walk To Franklin Av, Prospect Park &amp; Brooklyn Museum
1st Month &amp; 1 Month of Security Only To Move In...
 NO FEE
Call
Landlord Requires Annual Income Of About 40X Monthly Rent And Credit In Good Standing
Will Work With Qualified Guarantor
Advertised Price Is Net Average - Call For Details
mqee3o6siy Jd3LuBcueG br3o9 xAZ3eddRWk
 ",3099,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906196909.html,1424820169,2015-02-25 17:17:42.806262,2015-02-25 17:17:42.806262
230,- - - GYM - - - W/D - - - YOGA ROOM - - - NO FEE - - - CONCIERGE - - -,"
 B``H
BRAND NEW ~ LUXURY ~ DEVELOPMENT ~ OVERLOOKING PROSPECT PARK!!!
Call, Text or Email ZAL at 34* * 76992* *470 for a Private Viewing - NO FEE!!!
LOCATION:
Across the Street from Prospect Park (South), A Beautiful Luxury, Amenity filled Building, Including a: 24 Hour Concierge, Fitness Center, Yoga Studio, Game Room, Landscaped Roof Deck, Residential Storage, Complimentary Wi-Fi in Common areas and Much more.
APARTMENT AMENETIES:
Washer/Dryer, S/S appliances: Dishwasher, Microwave, Fridge. Oak Wood floors, Custom vanity, Back splash, Central A/C, and More.
THIS UNIT:
Beautiful 1 Bedroom - 1 Bath!
The above Price is a Net Price Based on 2 Month FREE!!
Please contact ZAL at 34* * 76992* *470 for a Private Viewing - NO FEE!!!
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Park slope, Prospect Heights, Prospect park, Lefferts gardens
 ",2400,,http://newyork.craigslist.org/brk/abo/4875665703.html,1424820913,2015-02-25 17:17:43.064440,2015-02-25 17:17:43.064440
231,NEW, NO FEE 3BR off Jefferson L,"
 Don`t miss out on this opportunity to live in this happening area of Bushwick! Nearby lots of awesome cafes, bars &amp; music venues. Only 3 blocks to the Jefferson L, or a short walk to the Central Ave. M. Be the first to live in this brand new unit with luxurious finishes. stainless steel appliances, lots of kitchen cabinet storage, beautiful light fixtures, hardwood flooring throughout, spa-like bathroom with soaking tub, central A/C and heating, laundry in building. This NO FEE 3BR is a steal and will go quickly, call today to set up a viewing!&nbsp;*Please note, net rent is advertised. Rent price is $3000, with 1 mo. FREE on 16 mo. lease.&nbsp;
 ",2813,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906174212.html,1424819191,2015-02-25 17:17:43.327656,2015-02-25 17:17:43.327656
232,LUXURY 5 BEDROOMS 2 FLOORS BALCONY WASHER DRYER BACKYARD,"
 BRAND NEW HOUSE !!! 1ST FLOOR - KITCHEN _HUGE LIVING ROOM _1 BATHROOM _
BALCONY &amp; BACKYARD _
SECOND FLOOR 5 BEDROOMS _2 BATHROOMS __WASHER DRYER
Plenty of space &amp; light.
Updated kitchen w stainless steel appliances.
Voice intercom.
hot water included.
Right in the heart of prime location steps to local shops bars &amp; restaurants.
Short walk to the J train w a 25 minute commute to Union Square...
Call or text to schedule
 ",4000,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4888851529.html,1424820892,2015-02-25 17:17:43.640876,2015-02-25 17:17:43.640876
233,BRAND NEW 4 BEDROOM DUPLEX WASHER DRYER NO FEE,"
 Beautifully renovated 4 bedroom available now...
Plenty of space &amp; light.
Updated kitchen w stainless steel appliances.
Voice intercom.
Right in the heart of prime location steps to local shops bars &amp; restaurants.
Short walk to the train w a 25 minute commute to Union Square...
Call or text to schedule
 ",2900,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4884059145.html,1424820916,2015-02-25 17:17:43.975087,2015-02-25 17:17:43.975087
234,Luxury 6 bedroom duplex Private yard Near L  Morgan. No fee,"
 Beautifully renovated 6 bedroom available now...
Plenty of space &amp; light.
Updated kitchen w stainless steel appliances.
Voice intercom.
Right in the heart of prime location steps to local shops bars &amp; restaurants.
Short walk to the L train
Call or text to schedule
 ",5100,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4897498655.html,1424820934,2015-02-25 17:17:44.218286,2015-02-25 17:17:44.218286
235,HUGE, NO FEE 3BR, 1.5BA in awesome Bushwick location,"
 Brand new unit with luxurious finishes throughout. Kitchen features lots of cabinet storage, decorative tile backsplash and new stainless steel appliances, including a dishwasher &amp; microwave! Spa-like bathroom with soaking tub. Hardwood flooring throughout. Central A/C &amp; heating. Laundry in building.&nbsp;Conveniently located 3 blocks to the Jefferson L, and less than 10 minutes to the Morgan L or Central Ave. M. *Please note, net rent is advertised. Rent price is $3400, with 1 mo. FREE on 16 mo. lease!&nbsp;
 ",3188,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906184488.html,1424819629,2015-02-25 17:17:44.505463,2015-02-25 17:17:44.505463
236,GLORIOUS 1.5BR APTBACKYARD1 BATHCOMFY  SUNNY LIVING AREASEE,"
 AWESOME HIGH END 1 BR WITH OFFICE SPACE IN CLINTON HILL
======Modern Kitchen with Appliances======Shiny Hardwood floors throughout the whole apartment======Spacious comfy Living room with lots of Sunlight======BACKYARD======Large Bedroom Office space with Windows and closets======Nice Light fixtures
GREAT LOCATION
Close to Great Groceries, Bars, Cafe`s, Laundromats, and much more...
THIS PLACE IS TRULY AMAZING AND WON`T LAST LONG!!!
NO BROKER FEE!!!
FOR A VIEWING CALL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
HARRY2015FEB24POSTING
 ",2100,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4906165402.html,1424818829,2015-02-25 17:17:44.751644,2015-02-25 17:17:44.751644
237,SIMPLY INCREDIBLE -- 3 bed BUSHWICK - laundry / A/C / Roofdeck,"
 SUPER SPACE in BUSHWICK --
HIMROD and KNICKERBOCKER
a MINDBLOWING 3 bedroom apartment -- WOW!!
3 large sunny bedrooms
big common area
laundry in building
dishwasher
central A/C
1.5 BATH!!!
unreal fixtures / finishes
steps from the L and M trains
NO FEE
call or text TOM
# on photos
 ",2750,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4892797977.html,1424819834,2015-02-25 17:17:44.997813,2015-02-25 17:17:44.997813
238,LARGE BRAND NEW 3 BEDROOM 1 BLOCK TO AC TRAIN. NO FEE,"
 Beautifully renovated 3 bedroom available now...
Plenty of space &amp; light.
Updated kitchen w stainless steel appliances.
Voice intercom.
Right in the heart of prime location steps to local shops bars
Call or text to schedule
 ",1800,USA-NYM-ESB,http://newyork.craigslist.org/brk/abo/4899056860.html,1424820923,2015-02-25 17:17:45.286018,2015-02-25 17:17:45.286018
239,Too SweetBeautiful 3brs w/ Laundry on Historic Block,"
 ~~Lovely three bedrooms
~~Exposed brick
~~Closets in every bedroom
~~Stainless_steel appliances
~~Skylight
~~Laundry in the building
~~Only first and security
to view call or text
Thanks
ghjfhgjfhjghfjhgjfhjghfjhgjfhjghfjghjfhgjhfjghjfhgjhfjghjfhgjfgjfhgjhfjghfjhgjfhjghfjghjfhgjfjghjfhgjh
 ",2799,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906185833.html,1424819691,2015-02-25 17:17:45.550233,2015-02-25 17:17:45.550233
240,Luxury 2 FLOORS 5 BEDROOM BACKYARD BALCONY NO FEE,"
 BRAND NEW HOUSE !!! 1ST FLOOR - KITCHEN _HUGE LIVING ROOM _1 BATHROOM _
BALCONY &amp; BACKYARD _
SECOND FLOOR 5 BEDROOMS _2 BATHROOMS __WASHER DRYER
Plenty of space &amp; light.
Updated kitchen w stainless steel appliances.
Voice intercom.
hot water included.
Right in the heart of prime location steps to local shops bars &amp; restaurants.
Short walk to the J train w a 25 minute commute to Union Square...
Call or text to schedule
 ",4000,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4892617737.html,1424820908,2015-02-25 17:17:45.852420,2015-02-25 17:17:45.852420
241,Huge OPEN LOFTLIVE WORK OKRight  SubwayHigh Ceiling,"
 Large Open LOFT
 Tenant allowed to build up to 4 Bedrooms
 Big Living room
 Spacious Bedroom
 Beautiful Kitchen w. SS Appliances
 Marble-Tiled Bathroom
 Cable Ready
 Video Intercom
 13` Ceilings
 BUILDING FEATURES:
 Laundry in Building
 Roof Access w/ Incredible View
 Elevator Building
 Secured Entry
 stunning Details
 *** Call Or Text Joey At
***
artist loft l bedford l lorimer l grand l montrose high ceiling l morgan l jefferson HUGE open lof roof access laundry
 ",2800,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4877049134.html,1424821138,2015-02-25 17:17:46.343797,2015-02-25 17:17:46.343797
242,MASSIVE 2 BR ALL NEW RENOVATIONS  STORAGE / W  D J M A C TRAINS,"
 Large 2 bedroom
hardwood floors
high ceilings
lots of sunlight
extra closets
 Many windows
updated kitchen
tiled bathroom
Washer / dryer / Storage place in building
Trains J M Z A C trains
Super on site
Good credit and proof of income required:
Call.Text
Please text if i dont answer.
 ",1850,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4896374726.html,1424821072,2015-02-25 17:17:46.485899,2015-02-25 17:17:46.485899
243,Convenient 1 Bedroom Brooklyn Apartment Available,"
 GREAT DEAL!
GORGEOUS SPACE AVAILABLE SECONDS FROM THE C TRAIN OR A SHORT WALK TO A EXPRESS! ONLY 15MIN TO DOWNTOWN MANHATTAN!
1 bedroom apartment available in quiet building in Bedstuy Brooklyn on Fulton between Throop and Albany. Groceries stores, laundry mat, and trendy restaurants all within walking distance. Tenants include young professionals. Available March 1st!
Please email to schedule a viewing.
$1500/month
1st/last/brokers required for move in
(Apartment does not come furnished. Floors will be refinished and walls painted)
 ",1500,USA-NYM-BDS,http://newyork.craigslist.org/brk/fee/4906229442.html,1424821616,2015-02-25 17:17:46.730051,2015-02-25 17:17:46.730051
244,MARVELOUS 4 BR 3 BATH DUPLEX NEW CONSTRUCTION WITH PRIVET BACK YARD,"
 Scholes And Lorimer St
New Construction 4 Br 3 Bath
Hard Wood Floors
Brand New Modern Kitchen
All New S/s Appliances
High Ceilings
Lots Of Natural Sun Light
Washer Dryer Hookups
Privet Backyard
Tons Of Open Space
Central A/c Video Intercom
Looking For Good Credit And Income
Guarantors Are Welcome
To Schedule A Viewing For This Apt And Many More Like It
Call Or Text At Anytime
Aaron
 ",5050,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4906190211.html,1424819877,2015-02-25 17:17:46.974217,2015-02-25 17:17:46.974217
245,BREATHTAKING 4 BR 1.5 BATH APT IN GREAT NEIGHBORHOODGREAT FOR SHARES,"
 Bedford Ave And Greene Ave
Stunning Gut Renovated 4 Br 1.5 Bath
Hard Wood Floors
Exposed Brick Walls
Brand New Modern Kitchen
All New S/s Appliances
High Ceilings
Lots Of Natural Sunlight
Central A/c Video Intercom
Lots Of Closet Space
Pets Friendly
Laundry In Building
Short Walk To G,a,c Trains
Close To Bars Restaurants Shops And Cafe`s
Looking For Good Credit And Income
Guarantors Are Welcome
To Schedule A Viewing For This Apt And Many More Like It
Call Or Text At Any Time
Aaron
 ",3600,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4906200486.html,1424820325,2015-02-25 17:17:47.196374,2015-02-25 17:17:47.196374
246,HUGE, NO FEE 4BR, 1.5BA in convenient Bushwick location.,"
 Brand new unit with luxurious finishes throughout. Kitchen features lots of cabinet storage, decorative tile backsplash and new stainless steel appliances, including a dishwasher &amp; microwave! Spa-like bathroom with soaking tub. Hardwood flooring throughout. Central A/C &amp; heating. Laundry in building. This unit even has a private backyard!&nbsp;Conveniently located 3 blocks to the Jefferson L, and less than 10 minutes to the Morgan L or Central Ave. M. *Please note, net rent is advertised. Rent price is $4100, with 1 mo. FREE on 16 mo. lease!&nbsp;
 ",3844,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906193511.html,1424820022,2015-02-25 17:17:47.408533,2015-02-25 17:17:47.408533
247,NEWLY RENOVATED MINUTES TO EXPRESS SUBWAY STATION,"
 Newly Renovated apartment with the following features:
-Newly Renovated Kitchen
-Newly Renovated Large Living Room
-3 Separate Bedrooms
-A choice of 2 Subway Stations with D, N, and R lines available
-Heat, Hot and Cold water is INCLUDED!!!!
-High Ceiling
-Newly Renovated Bathroom
-Has Great Natural Sunlight
-Has Brand New Renovations
--------------------------------------------AVAILABLE NOW!!!-----------------------------------------------
Contacts:
Owner Phone -
No Fees
Please don`t wait, contact me now so we can set up appointments to tour the apartment!!!
 ",1500,USA-NYM-SNS,http://newyork.craigslist.org/brk/abo/4906211575.html,1424820809,2015-02-25 17:17:47.552635,2015-02-25 17:17:47.552635
248,Charming 2Br/2Ba next to McGolrick Park  Winged Brms   Fully Renovat,"
 Call/Text Anytime
[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]
Stunning 2 Br / 2 Baths
Even Sized Bedrooms On Opposite Sides Of The Apartment
Winged, Even Sized Bedrooms W/Windows And Closets
Huge Commune Space
New Modern Kitchen Stainless Steel Appliances
Hardwood Floors
Modern Bath
Pets OK
Across The Street From McGolrick Park And Dog Run
Plenty of Bars, Restaurants And Around
G Train Just Minutes Away And Easy Access To BQE
First Month &amp; One Month of Security Only... NO BROKER`S FEE
Call/Text
Credit In Good Standing And Annual Income Of Approximately 40x Monthly Rent Required
You Can Provide A Qualified Cosigner
[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]
Net Price Advertised
[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]
2ujf934rz02 piojohIUAn cdknxlux 1n7D7cvRML
 ",2925,,http://newyork.craigslist.org/brk/abo/4906190725.html,1424819900,2015-02-25 17:17:47.697738,2015-02-25 17:17:47.697738
249,Gorgeous prewar 3-BR w/ heat  hot H2O incl Nostran A/C right there,"
 Hey!
This is an awesome apartment located on the 3rd floor of a walk-up, prewar building. Loads of cool details. The neighborhood is awesome! Tons of bars and restaurants to walk to on Franklin Ave and Lewis Ave and very close to the Nostrand A/C trains!
One of the bedrooms is railroaded, but there are multiple entrances to the apartment. If you don`t know what ""railroaded"" means, it means you have to walk through that room from the front bedroom to access the rest of the apartment. However, the front bedroom has a door to the hallway, so you can go around through the hallway to the other front door of the apartment. Not the most ideal for 3 roommates, but I`ve seen a lot of people make it work nicely.
The Details:
-Heat+hot water included
-Pets OK
-No Fee
-First/Security only
-3 queen-sized bedrooms - one is railroaded, but there are 2 entrances to the apartment and a separate kitchen and living room.
-1 bathroom
-Separate kitchen and living room
-Hardwood floors
-Moments to Nostrand A/C express trains = 20 minutes to West 4th Street.
-Move in ASAP
-Lease price is $2,700 with one month free on 15 month lease...with net of $2,520
Call Myles at and let`s get you into this place today so you can see for yourself!
My telephone number is in the photos.
*Located on MacDonough and Marcy Ave
 ",2520,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906218436.html,1424821119,2015-02-25 17:17:47.893870,2015-02-25 17:17:47.893870
250,Large Studio D.washer  LaundryUtilities incB Q Trians,"
 Beautiful spacious studio -No fee!
 top design SS kitchen with Dishwasher
 Hardwood floors throughout the apt
 Heat and hot water included
 Landry room in the bldg
 located at BRITHWATER AVE @ BRITGHTON 15TH ST
 Short walk to B &amp;amp; Q Trains @ Brighton Beach
 Please call or text
}
 emigrated emigrated emigrated Contents
 ",1375,,http://newyork.craigslist.org/brk/abo/4906189651.html,1424819853,2015-02-25 17:17:48.030968,2015-02-25 17:17:48.030968
251,Beautiful 2BR apt in Williamsburg of the Grand L - NO BROKERS FEE,"
 2 Bed / 1 Bath in Williamsburg, Brooklyn. Newly renovated apartment two blocks from the Grand L train and Cooper Park. Enjoy the local farmers market on the weekend and an easy commute of less then 15 minutes to Union Square. This sunlight soaked apartment features oversized bedrooms, hardwood floors, stone countertops and gas stove. 100% real photos of unit for rent! Call Leon to schedule a showing.
NO BROKERS FEE
 ",2600,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4897770314.html,1424821370,2015-02-25 17:17:48.262133,2015-02-25 17:17:48.262133
252,MODERN9764; RENOVATED 4BR BUSHWICK,  L TRAIN, S.S. APP.,"
 Brand new gut renovated with stunning features &amp; finishes!!
DE SALES PLACE &amp; BUSHWICK AVE
4 Bedrooms
modern kitchen &amp; bathroom
1 block from the L TRAIN-- Bushwick Av - Aberdeen St stop
QUIET DEAD END BLOCK OFF BUSHWICK AVE
 jason jlax25@((((gmail.))))com
 ",2795,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906164929.html,1424818810,2015-02-25 17:17:48.564348,2015-02-25 17:17:48.564348
253,Warm  Homey Bed Stuy 2.5BR 2 BATH  Gates J or A/C,"
 Located just 5 blocks from the Gates Ave. J stop and a 10 minute walk from Utica Ave A/C, this rare find is in a rapidly developing neighborhood, now home to a variety of restaurants and even several awesome new spots for nightlife. Personal favs include Peaches fusion Soul Food restaurant &amp; Therapy Wine Bar.
The Particulars...
&bull; High Ceilings, Shining wood floors and new paint
&bull; 2 very similarly sized Bedrooms w/ closets &amp; windows
&bull; Slightly smaller third Bedroom or Office
&bull; Master Bedroom w/ Private Balcony &amp; its own Bathroom
&bull; Stylish new kitchen with island/bar counter &amp; brand new appliances
&bull; Two sparkling clean FULL BATHS
&bull; Pet Friendly
The Formalities...
No Fee
First and Last Month`s Rent plus One Month Security to move in
Good credit and income ideal, but Guarantors also accepted
Call or text louis @
anytime for the 5&cent; tour!
Cheers
 ",2250,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906205474.html,1424820545,2015-02-25 17:17:48.819527,2015-02-25 17:17:48.819527
254,2BR OFFICE FLOORTHROUGH BROWNSTONE APT.,"
 Available March 1st. Elegant and specious renovated 2br. plus windowed office apt. in Center Park Slope. Apx. 9000sf. Very bright and airy, quite tree-lined street. Short walk to transportation and shopping.
- New modern kitchen with dishwasher.
- Washer/Dryer in unit
- New tiled full bathroom with skylight and claw foot tub
-Two original decorative fireplaces (one in a living room, another in a bedroom)
-Original window shatters
-Windowed office
- Three closets
-Wired for high-speed internet and cable
No dogs. Two month security deposit.
 ",3500,USA-NYM-PKS,http://newyork.craigslist.org/brk/abo/4906207237.html,1424820620,2015-02-25 17:17:49.050721,2015-02-25 17:17:49.050721
255,NEW TO THE MARKETDUPLEX/3BR/1BATH APRIL 1ST ,"
 AMAZING LOCATION ~ NEW CONSTRUCTION!!!!!!!!!!!!!!!!!!!!!!!&amp;nbsp;
 3 BEDROOMS DUPLEX 1 BATH
 NEXT TO&amp;nbsp;&amp;nbsp;FORT GREENE PARK&amp;nbsp;
 AND...steps to the area as best shopping , restaurant and nightlife.
 apartment boasts hardwood floors throughout,
 very spacious living room, great for entertaining,
 chef`s kitchen, dishwasher, microwave, gas stove, granite counter tops,
 central air conditioning,&amp;nbsp;nice baths, plenty of storage space,
 also , rooftop&amp;nbsp;AND laundry.
 to schedule a viewing please&amp;nbsp;call or text :
nbsp; location :&amp;nbsp;
 waverly ave AND myrtle ave
 **B*R*O*K*E*R F*E*E**
 &amp;nbsp;
 &amp;nbsp;
 THE BEST IN BROOKLYN &amp;nbsp;&amp;nbsp;
 ",3395,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4906194043.html,1424820045,2015-02-25 17:17:49.218817,2015-02-25 17:17:49.218817
256,OUTSTANDING NEW 4 BR----ABUNDANT SUNLIGHT---HUGE LIVING AREA--LOOK,"
 BEAUTIFUL NEW 4 BEDROOM APARTMENT CLOSE TO THE ""L"" TRAIN AT WILSON STOP
Nice Kitchen with Appliances
Enormous Living With Abundant Sunlight
4 Spacious Bedrooms with windows and closets
Shiny Hardwood floors Throughout the whole apartment
2 Fully tiled Bathroom.
THIS PLACE IS AN AWESOME DEAL AND WON`T LAST LONG!!!
NO BROKER FEE!!!
FOR A VIEWING CALL HARRY AT 3-4-7--4-3-3--5-1-5-5
SCHAEFER WILSON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
HARRY2015FEB24POSTING
 ",2700,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906174627.html,1424819209,2015-02-25 17:17:49.463993,2015-02-25 17:17:49.463993
257,L MORGANGIGANTIC LOFTWITH 3 ROOMS,"
 COMMUNITY FULL OF ARTIST , MUSICIANS , &amp; PROFESSIONALS ETC. IN A HISTORIC BUILDING WITH NEAT ORIGINAL DETAILS.
***BEAUTIFUL KITCHEN WITH LOVELY WOODEN CABINETS &amp; LIKE NEW APPLIANCES!
***BUILT OUT WITH 3 RMS.
***HARDWOOD FLOORS!
*** LOTS OF WINDOWS WITH EXCELLENT NATURAL LIGHT!
***SOARING CEILING
**CABLE &amp; INTERNET CONNECTION!
---ROOF DECK ACCESS WITH A BREATH TAKING PANORAMIC VIEW OF THE MANHATAN SKYLINE!
*** ""L"" MONTROSE STOP
 12 minutes to Union Square
1Block to great organic grocery/coffee shop/movie store/taverns/life caf&Atilde;&copy;
_____________CONTACT MENDIE @
________________
 ",2799,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4906176157.html,1424819274,2015-02-25 17:17:49.730202,2015-02-25 17:17:49.730202
258,New Listing Renovated 2nd Fl 2bdrms Gourmet Kit Av Now,"
 Top floor through 2 bedroom 2 restroom available for lease with flexible terms. Beautiful hardwood floors and large floor to roof windows overlooking the town. Open kitchen functions granite counters as well as stainless steel appliances. 2 self parking space sincluded in rent. Your laundry space has a washer &amp; dryer. Heat, hot water and gas cooking included. Visitor parking available. Your two master bedrooms don`t share a walls. Walk-in closets and private bathrooms will greet you in each. The owner lives on the base floor and protects maintance. Lease starts at Six months. Contact for a tour.
 ",1570,USA-NYM-DOY,http://newyork.craigslist.org/brk/abo/4906189978.html,1424819867,2015-02-25 17:17:50.041395,2015-02-25 17:17:50.041395
259,1 Br With Parking Garage Space Avail. Now For Move In,"
 Brand new carpeting throughout. Entire kitchen just refinished with new appliances, floors, cabinets, countertops, and so on. Spacious living room as well as dining area off the kitchen. Stack-able washer and dryer in unit. Full bathroom with new shower/tub. Bedroom collection has brand new floors, large walk-in closet and second closet too. Monthly rent consists of all utilities. Pets are allowed. One year lease. Tours already beginning. Email us ASAP if you`re interested in seeing the place.
 ",1280,,http://newyork.craigslist.org/brk/abo/4906200240.html,1424820315,2015-02-25 17:17:50.285570,2015-02-25 17:17:50.285570
260,- - - GREAT LOCATION - - -NO FEE - - - NEAR PRATT - - - SPACIOUS - - -,"
 ~~~~ *
B``H
~~~ SPACIOUS 2 BEDROOM ~~~ NO FEE ~~~
*** NEAR THE BORDER OF CLINTON HILL/BED-STUY ***
Exposed Brick
Queen size Bedrooms
Windows and Closets in each room
Spacious open Kitchen/Living room
S/S appliances
Wood floors
Fully tiled Bathroom
Great location
Near the ~ G ~ at Myrtle/Willougby stop
CALL, TEXT or EMAIL Zalman at 3~4 7 6~992470 for a viewing today - NO FEE!!
~~---------
 ",2099,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4897120839.html,1424821276,2015-02-25 17:17:50.541751,2015-02-25 17:17:50.541751
261,distinctive high-rise apartment building,"
 180 Montague is a distinctive high-rise apartment building set in the historic Brooklyn Heights neighborhood, putting you in the heart of eclectic and independent shopping, eateries and entertainment. This 33-story soaring tower building features a traditional red brick facade and many of the homes on the upper floors offer stunning views of Lower Manhattan as well as the Harbor. Homes may also offer vistas of the Statue of Liberty, Park Slope and the Brooklyn Bridge. Within the homes you`re greeted with spaces that are bright and open with the windows and views really taking center stage. The kitchens have been updated and include stainless steel appliances and sleek custom cabinetry with brushed nickel hardware. The common areas at 180 Montague include a stylish rooftop deck with spaces for relaxing and entertaining and there are also several indoor lounge areas for residents within the building.
 180 Montague St Brooklyn, NY 11201
 ",900,USA-NYM-DOY,http://newyork.craigslist.org/brk/abo/4906208244.html,1424820663,2015-02-25 17:17:50.986073,2015-02-25 17:17:50.986073
