name,ticker_symbol,sector,city,state,date,open,high,low,close,volume,closing_price
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-09-08,59.66,61,58.65,59.11,4004000,59.11
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-09-16,60.14,60.41,58.03,59.15,4763400,59.15
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-30,58.41,60.04,57.67,59.52,5271100,59.52
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-09-15,58.92,59.83,58.47,59.61,5555500,59.61
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-09-01,61.59,62.48,59.78,59.83,8175800,59.83
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-09-07,58.78,60.39,58.41,60.39,4273200,60.39
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-10-27,58.87,61.9,58.68,60.77,9404500,60.77
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-11,59.48,61.65,57.8,60.77,8103700,60.77
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-09,58.9,60.92,56.57,60.79,10420200,60.79
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-10-28,59.99,61.1,59.69,60.89,5061500,60.89
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-31,60.24,61.96,59.67,61.11,8544500,61.11
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-12,61.91,62.53,61.16,61.76,6502800,61.76
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-16,63.36,64.13,61.95,62.39,5172200,62.39
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-17,63.02,64.21,62.82,63.73,5553300,63.73
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-05,67.77,68.06,62.52,64.54,10161000,64.54
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-15,62.41,64.67,62.35,64.57,6386300,64.57
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-04,70.97,70.98,66.09,66.39,11297700,66.39
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-03,73.68,73.95,71.13,71.97,8598900,71.82
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-02,75.2,76,73.43,73.45,5359000,73.3
Baker Hughes Inc,BHI,Energy,Houston,Texas,2011-08-01,78.46,78.92,74.54,75.43,6918500,75.27
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-26,81.04,85.46,80.8,83.4,2556600,83.4
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-07,85.41,85.41,83.79,83.93,998800,83.75
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-17,86.16,86.25,84.08,84.29,1090500,84.11
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-03,87.06,87.73,84.44,84.66,916400,84.47
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-06,85.81,85.81,84.15,85.08,1293400,84.89
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-05,85.53,85.96,84.54,85.61,1196300,85.42
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-20,86.24,86.61,84.57,85.49,858800,85.49
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-04,83.79,85.96,83.17,85.69,1300000,85.5
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-18,84.37,86.42,83.45,85.72,987700,85.53
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-11,86.16,86.32,85.1,85.73,870300,85.54
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-23,85.96,86.97,84.8,85.81,1174300,85.62
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-08,88.64,89.39,85.93,86.01,1677800,85.82
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-10,85.13,86.63,85.13,86.43,993700,86.24
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-14,87.83,87.87,86.26,86.57,669300,86.38
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-27,86.48,87.19,84.34,86.42,1580400,86.42
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-22,86.42,87.14,85.55,86.61,1205100,86.42
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-12,86.04,87.83,85.71,86.71,1077500,86.52
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-19,85.91,87.57,85.76,86.78,846500,86.59
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-13,86.19,87.59,85.49,86.97,727800,86.78
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-22,88.9,89.13,86.65,86.99,774100,86.8
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-10,88.97,89.36,86.76,87.11,1471900,86.92
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-21,86.33,87.68,86.22,87.27,569200,87.27
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-19,87.05,89.26,86.68,87.47,1037500,87.28
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-26,86.46,87.55,85.92,87.49,1146600,87.3
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-30,88.08,89.66,87.45,87.54,609700,87.35
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-18,88.95,89.39,86.87,87.63,1079700,87.44
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-25,89.03,89.61,87.47,87.7,676600,87.7
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-28,86.26,88.06,86.01,87.81,1097400,87.81
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-28,89.33,89.82,87.76,88.32,965000,88.13
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-21,91.61,91.75,88.6,88.6,950000,88.41
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-10-24,86.88,89.32,86.68,88.7,705000,88.7
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-29,89.51,90.15,87.57,88.89,561100,88.7
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-27,88.54,90.86,87.88,89.3,772000,89.1
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-12,89.13,89.48,87.53,89.39,954800,89.19
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-25,90.49,90.93,88.88,89.46,746600,89.26
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-09,92.32,92.43,89.5,89.62,1189400,89.42
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-23,87.01,89.89,86.39,89.84,781000,89.64
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-13,89.48,90.56,88.84,89.89,745900,89.69
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-24,89.47,90.39,88.2,90.23,1565600,90.03
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-19,90.11,90.82,88.98,90.28,668700,90.08
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-14,89.99,91.35,88.62,90.28,1101800,90.08
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-05,91.63,92,89.12,90.42,1866900,90.22
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-09,86.14,90.56,85.05,90.48,2133200,90.28
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-17,91.33,92.12,89.56,90.63,878400,90.43
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-16,91.63,91.81,90.16,90.8,935400,90.6
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-11,87.7,91.74,87.14,90.94,1127000,90.74
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-04,93.32,94.11,91.22,91.25,1474100,91.05
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-15,91.15,91.66,89.58,91.27,829600,91.07
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-26,89.33,91.52,87.7,91.46,475200,91.26
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-16,91.22,92.32,91.07,91.64,1196900,91.44
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-20,90.91,93.26,90.63,91.67,883400,91.47
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-12,91.53,92.09,90.56,91.72,669300,91.52
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-06,91.02,92.14,89.29,91.76,785400,91.56
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-02,93.54,93.59,91.54,91.85,803600,91.65
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-15,92.34,92.81,91.3,92.37,598100,92.17
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-29,92.11,93.59,92.06,93.39,510000,93.19
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-08,93.73,95.28,93.07,93.57,870800,93.37
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-02,96.45,98.18,93.93,93.98,1797900,93.77
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-30,92.77,94.76,92.06,94.16,681900,93.95
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-07,93.15,94.36,92.68,94.21,630500,94
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-03,94.16,94.84,92.54,94.37,1600900,94.16
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-09-01,95.28,96.71,94.5,94.79,711500,94.58
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-31,94.77,95.79,94.35,95.26,616000,95.05
Bard (C.R.) Inc.,BCR,Health Care,Murray Hill,New Jersey,2011-08-01,99.8,100.73,95.33,96.45,1627900,96.24
